author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293947623/;Москва;sale;flat;3;9;4;238.2;295990000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
Ostankino Estate;real_estate_agent;https://www.cian.ru/sale/flat/299296399/;Москва;sale;flat;10;18;4;101.2;21500000;Бирюлево Восточное;6-я Радиальная ;7/6к3;Царицыно;Царицыно-2
Ostankino Estate;real_estate_agent;https://www.cian.ru/sale/flat/297559905/;Москва;sale;flat;9;31;4;123.0;44900000;Хорошево-Мневники;Карамышевская набережная;2А;Народное Ополчение;Утесов
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298970418/;Москва;sale;flat;6;25;4;98.0;45000000;Раменки; Янковского;1к2;Аминьевская;Событие
Ostankino Estate;real_estate_agent;https://www.cian.ru/sale/flat/297815731/;Москва;sale;flat;35;48;4;109.6;54000000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297940995/;Москва;sale;flat;5;6;4;113.6;53999000;Арбат;Малый Николопесковский переулок;11/2С1;Арбатская;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300010371/;Москва;sale;flat;4;51;4;100.0;54000000;Пресненский;Шмитовский проезд;39к8;Шелепиха;Headliner
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/291108794/;Москва;sale;flat;5;5;4;127.5;54990000;Тверской;1-я Брестская ;36;Белорусская;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294770491/;Москва;sale;flat;10;25;4;98.0;56000000;Раменки; Янковского;1к2;Аминьевская;Событие
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299012448/;Москва;sale;flat;9;10;4;115.0;57500000;Даниловский;проспект Лихачева;12к3;Технопарк;Квартал на набережной NOW
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300010373/;Москва;sale;flat;4;30;4;127.3;67000000;Якиманка;Мытная ;40к4;Серпуховская;Sky House
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/293898389/;Москва;sale;flat;9;34;4;180.0;67000000;Обручевский;Ленинский проспект;111к1;Новаторская;Well House на Ленинском
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299336105/;Москва;sale;flat;4;4;4;98.0;69900000;Мещанский;Трубная ;22/1;Цветной бульвар;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297350981/;Москва;sale;flat;13;30;4;127.5;70000000;Якиманка;Мытная ;40к1;Серпуховская;Sky House
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/287648831/;Москва;sale;flat;9;19;4;180.0;75000000;Семейный вариант в е Аэропорт4-комн. квартира;180 м²;;;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/289462352/;Москва;sale;flat;3;5;4;84.97;83000000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/283107913/;Москва;sale;flat;3;8;4;153.3;85000000;Клубный дом в е Чистых прудов4-комн. квартира;3/8 этаж;3/8 этаж;;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292587707/;Москва;sale;flat;2;6;4;166.0;114000000;Арбат; Арбат;47/23;Смоленская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295368854/;Москва;sale;flat;4;6;4;192.0;115000000;Тверской; Малая Дмитровка;23/15С1;Пушкинская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/250601502/;Москва;sale;flat;4;7;4;121.0;130000000;Пресненский;Тверской бульвар;19;Тверская;
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/299163491/;Москва;sale;flat;3;21;4;134.0;145000000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293515347/;Москва;sale;flat;3;7;4;183.0;146267710;Тверской; Петровка;17С1;Чеховская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300005763/;Москва;sale;flat;3;4;4;192.0;150000000;Мещанский;переулок Печатников;12;Трубная;Печатников 12
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/294172054/;Москва;sale;flat;7;13;4;173.6;165000000;Хамовники;Большая Пироговская ;8;Спортивная;
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/289239530/;Москва;sale;flat;5;7;4;184.0;165000000;Хамовники;Смоленский бульвар;24к3;Смоленская;Клубный дом на Смоленском бульваре
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/298717136/;Москва;sale;flat;9;18;4;165.9;180520275;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/297836452/;Москва;sale;flat;5;7;4;158.0;183000000;Якиманка; Большая Полянка;44;Октябрьская;Полянка/44
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299105242/;Москва;sale;flat;3;15;4;154.2;194406450;Мещанский;Протопоповский переулок;10;Проспект Мира;Хортус Гармония
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/287543399/;Москва;sale;flat;9;12;4;144.0;195000000;Хамовники; Ефремова;10с1к4/2;Фрунзенская;Садовые кварталы
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292395478/;Москва;sale;flat;6;6;4;212.0;203663900;Тверской;1-й Колобовский переулок;14;Трубная;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/298735125/;Москва;sale;flat;1;7;4;167.1;206848925;Якиманка; Большая Полянка;44;Октябрьская;Полянка/44
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/299712795/;Москва;sale;flat;8;9;4;172.0;210000000;Таганский;Тетеринский переулок;18с2;Таганская;Шоколад
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/295855242/;Москва;sale;flat;5;6;4;162.2;220000000;Таганский; Станиславского;11;Марксистская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293620532/;Москва;sale;flat;6;11;4;170.0;250000000;Хамовники;2-я Фрунзенская ;8;Фрунзенская;Андреевский
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/299601413/;Москва;sale;flat;10;10;4;212.0;250000000;Тверской;Страстной бульвар;10к1;Пушкинская;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/296260378/;Москва;sale;flat;3;7;4;137.2;260000000;Пресненский;Хлыновский тупик;4;Арбатская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/296458781/;Москва;sale;flat;2;7;4;161.6;265000000;Арбат; Малая Молчановка;8;Арбатская;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/295316053/;Москва;sale;flat;3;7;4;158.0;280000000;Хамовники;Пожарский переулок;5А;Кропоткинская;Villa Grace
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/233673108/;Москва;sale;flat;55;95;4;296.0;297219815;Пресненский;набережная Пресненская;12;Деловой центр;Башня Федерация
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/295837879/;Москва;sale;flat;6;7;4;271.7;297000000;Хамовники;Смоленский бульвар;24к3;Смоленская;Клубный дом на Смоленском бульваре
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/298829719/;Москва;sale;flat;79;82;4;295.0;370000000;Пресненский;1-й Красногвардейский проезд;21с1;Выставочная;МФК ОКО
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/298736311/;Москва;sale;flat;7;8;4;254.3;635625774;Арбат; Арбат;24;Смоленская;Turandot Residences
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/295436992/;Москва;sale;flat;11;20;4;109.88;20500000;Бирюлево Восточное;6-я Радиальная ;7/1к1;Царицыно;
Prime;real_estate_agent;https://www.cian.ru/sale/flat/299844318/;Москва;sale;flat;4;24;4;133.0;73000000;Раменки;Мичуринский проспект;3;Ломоносовский проспект;Квартал Шуваловский
Елена Хворостовская;realtor;https://www.cian.ru/sale/flat/295985711/;Москва;sale;flat;5;8;4;149.0;105000000;Хорошево-Мневники; Нижние Мневники;;Терехово ;Остров
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/220126243/;Москва;sale;flat;3;4;4;149.0;145000000;Арбат;Староконюшенный переулок;33;Кропоткинская;
13 YARD;real_estate_agent;https://www.cian.ru/sale/flat/299943808/;Москва;sale;flat;8;21;4;135.0;155000000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297233657/;Москва;sale;flat;5;8;4;164.0;165000000;Пресненский;Средний Тишинский переулок;5;Белорусская;Дом на Тишинке
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297747833/;Москва;sale;flat;4;6;4;166.3;170000000;Хамовники;Мансуровский переулок;5;Парк Культуры;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380788/;Москва;sale;flat;4;5;4;164.0;230000000;Хамовники;Гагаринский переулок;24/7С2;Кропоткинская;Власьевская Слобода
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292243678/;Москва;sale;flat;5;9;4;172.0;240000000;Хамовники;Саввинская набережная;13;Киевская;SAVVIN RIVER RESIDENCE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293821776/;Москва;sale;flat;13;13;4;273.2;370730000;Раменки;Воробьевское шоссе;4;Кутузовская;Воробьёв Дом
ID 416302;realtor;https://www.cian.ru/sale/flat/292848569/;Москва;sale;flat;11;11;4;303.0;509159750;Хамовники;Трубецкая ;12;Фрунзенская;Садовые кварталы
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/298849614/;Москва;sale;flat;15;15;4;103.0;54000000;Беговой;Ленинградский проспект;29с5;Петровский Парк;Царская площадь
