author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297903181/;Москва;sale;flat;6;23;4;160.0;99999000;Очаково-Матвеевское;Староволынская ;12к3;Давыдково;Волынский
Основа;developer;https://www.cian.ru/sale/flat/286346601/;Москва;sale;flat;-1;-1;-1;202.0;41067300;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/297550310/;Москва;sale;flat;8;21;4;188.0;155000000;Пресненский;Большой Тишинский переулок;10С1;Белорусская;Большой Тишинский переулок, 10с1
Донстрой;developer;https://www.cian.ru/sale/flat/296482738/;Москва;sale;flat;12;12;4;175.9;168336300;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
;;https://www.cian.ru/sale/flat/298004713/;Москва;sale;flat;3;4;4;102.5;44000000;Арбат;Серебряный переулок;5;Арбатская;
Пионер;developer;https://www.cian.ru/sale/flat/291153361/;Москва;sale;flat;5;11;4;208.5;168518874;Даниловский;;;Павелецкая;Опус ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293906419/;Москва;sale;flat;3;6;4;200.0;140000000;Арбат;переулок Плотников;21С1;Смоленская;
Neva Towers;developer;https://www.cian.ru/sale/flat/298051595/;Москва;sale;flat;65;66;4;226.4;226400000;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/297549619/;Москва;sale;flat;6;8;4;131.2;62500000;Басманный; Маросейка;13С3;Китай-город;
ANT Development;developer;https://www.cian.ru/sale/flat/291694349/;Москва;sale;flat;10;10;4;192.92;264978354;Дорогомилово;;3к7;Парк Победы;Виктори Парк Резиденсез ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/299884215/;Москва;sale;flat;18;22;4;135.0;83000000;Хорошево-Мневники; Нижние Мневники;9;Терехово ;Остров
Основа;developer;https://www.cian.ru/sale/flat/292153910/;Москва;sale;flat;-1;-1;-1;100.0;40630000;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/279148561/;Москва;sale;flat;66;73;4;426.0;499000000;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
ANT Development;developer;https://www.cian.ru/sale/flat/291694342/;Москва;sale;flat;10;10;4;232.7;255292056;Дорогомилово;;3к6;Парк Победы;Виктори Парк Резиденсез ЖК
Анастасия Иванова;realtor;https://www.cian.ru/sale/flat/298844873/;Москва;sale;flat;3;10;4;106.0;68500000;Раменки; Янковского;1к1;Аминьевская;
MR Group;developer;https://www.cian.ru/sale/flat/288221504/;Москва;sale;flat;43;43;4;153.61;95983300;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/293496292/;Москва;sale;flat;4;7;4;232.0;170000000;Раменки;Минская ;1А;Минская;Золотые Ключи 1
VESPER;developer;https://www.cian.ru/sale/flat/283545627/;Москва;sale;flat;-1;-1;-1;1.0;599445000;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296835523/;Москва;sale;flat;3;13;4;110.4;98000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/294508972/;Москва;sale;flat;2;7;4;189.3;189811432;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/293426922/;Москва;sale;flat;63;79;4;225.0;209250000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
VESPER;developer;https://www.cian.ru/sale/flat/270042550/;Москва;sale;flat;-1;-1;-1;1.0;328184010;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299894995/;Москва;sale;flat;10;13;4;151.0;170000000;Хамовники; Усачева;11Б;Спортивная;Садовые кварталы
Sminex;developer;https://www.cian.ru/sale/flat/293713934/;Москва;sale;flat;14;14;4;198.4;854970000;Якиманка;;;Боровицкая;Лаврушинский ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/295885244/;Москва;sale;flat;68;73;4;253.0;550000000;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
Основа;developer;https://www.cian.ru/sale/flat/297550730/;Москва;sale;flat;-1;-1;-1;202.0;32544000;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Анастасия Иванова;realtor;https://www.cian.ru/sale/flat/295817937/;Москва;sale;flat;3;18;4;102.0;61850000;Раменки; Янковского;1к1;Аминьевская;
Sminex;developer;https://www.cian.ru/sale/flat/293713669/;Москва;sale;flat;1;3;4;515.1;1206240000;Якиманка;Большой Толмачевский переулок;5С5;Боровицкая;Дом Лаврушинский
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298865617/;Москва;sale;flat;6;10;4;180.0;56095999;Ломоносовский; Вавилова;97;Новые Черёмушки;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911287/;Москва;sale;flat;-1;-1;-1;202.0;501160000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006021/;Москва;sale;flat;5;8;4;140.0;65000000;Дорогомилово;набережная Тараса Шевченко;3;Киевская;
Level Group;developer;https://www.cian.ru/sale/flat/296357812/;Москва;sale;flat;-1;-1;-1;202.0;27937311;Покровское-Стрешнево;проезд Проектируемый № 3959;;Тушинская;Апартаментный комплекс Level Стрешнево
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/279836476/;Москва;sale;flat;21;44;4;134.0;85000000;Раменки;Минская ;2;Минская;Долина Сетунь
Пионер;developer;https://www.cian.ru/sale/flat/299743922/;Москва;sale;flat;15;18;4;108.7;123139816;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
YHome;real_estate_agent;https://www.cian.ru/sale/flat/299341037/;Москва;sale;flat;5;21;4;136.0;140000000;Пресненский; Костикова;4к3;Улица 1905 года;Lucky
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177361/;Москва;sale;flat;2;7;4;192.8;193320888;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/289296007/;Москва;sale;flat;49;57;4;156.0;110000000;Хорошевский;Чапаевский переулок;3;Аэропорт;Триумф-Палас
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/294641869/;Москва;sale;flat;3;8;4;296.8;458259200;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299742141/;Москва;sale;flat;2;6;4;103.3;54900000;Басманный; Машкова;16;Красные ворота;
EraOneHolding;developer;https://www.cian.ru/sale/flat/274788985/;Москва;sale;flat;8;8;4;180.7;209231579;Арбат; Арбат;24;Смоленская;Turandot Residences
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298844162/;Москва;sale;flat;3;7;4;188.7;330000000;Хамовники; Ефремова;19к2;Спортивная;Knightsbridge Private Park
MR Group;developer;https://www.cian.ru/sale/flat/288222053/;Москва;sale;flat;49;49;4;156.04;92357381;Савеловский;;;Дмитровская;Симфония 34 ЖК
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292396726/;Москва;sale;flat;2;5;4;132.0;351783100;Хамовники; Усачева;3;Фрунзенская;Усадьба Трубецких
Sminex;developer;https://www.cian.ru/sale/flat/299406646/;Москва;sale;flat;6;6;4;375.8;1208150000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/300073769/;Москва;sale;flat;6;8;4;105.0;65000000;Якиманка;Ленинский проспект;11С1;Октябрьская;
MR Group;developer;https://www.cian.ru/sale/flat/288222052/;Москва;sale;flat;49;49;4;135.02;84464071;Савеловский;;;Дмитровская;Симфония 34 ЖК
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/294184116/;Москва;sale;flat;10;10;4;102.6;39000000;Даниловский;проспект Лихачева;20;Технопарк;Nagatino i-Land
Мангазея;developer;https://www.cian.ru/sale/flat/299167969/;Москва;sale;flat;19;21;4;122.2;72831200;Щукино;Щукинская ;3;Щукинская;Интонация
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/295392025/;Москва;sale;flat;40;53;4;165.0;129604300;Раменки;Мосфильмовская ;8;Парк Победы;Дом на Мосфильмовской
Sminex;developer;https://www.cian.ru/sale/flat/294328906/;Москва;sale;flat;6;6;4;280.6;764930000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/292822064/;Москва;sale;flat;9;18;4;165.9;180520275;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516238/;Москва;sale;flat;9;12;4;166.67;74718161;;;В19 кв-л;Павшино;Сберсити ЖК
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/287506166/;Москва;sale;flat;40;54;4;165.0;129604300;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
Мангазея;developer;https://www.cian.ru/sale/flat/299168063/;Москва;sale;flat;20;21;4;129.2;72998000;Щукино;Щукинская ;3;Щукинская;Интонация
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/300004581/;Москва;sale;flat;8;8;4;165.0;185000000;Красносельский;Милютинский переулок;3;Чистые пруды;
MR Group;developer;https://www.cian.ru/sale/flat/295671366/;Москва;sale;flat;43;48;4;99.29;33284144;Покровское-Стрешнево;Волоколамское шоссе;95/1к1;Трикотажная;City Bay
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/289898893/;Москва;sale;flat;6;14;4;170.0;84800000;Пресненский; Климашкина;19;Улица 1905 года;Климашкина 19
MR Group;developer;https://www.cian.ru/sale/flat/289732508/;Москва;sale;flat;4;20;4;111.6;40081104;Покровское-Стрешнево;Волоколамское шоссе;95/2к3;Трикотажная;City Bay
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/285604501/;Москва;sale;flat;12;22;4;160.0;86000000;Пресненский;Шмитовский проезд;16С2;Деловой центр;Шмитовский 16
MR Group;developer;https://www.cian.ru/sale/flat/286391788/;Москва;sale;flat;16;29;4;102.6;32186676;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299853624/;Москва;sale;flat;6;13;4;146.0;145000000;Пресненский; Сергея Макеева;9к1;Улица 1905 года;RedSide
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296713591/;Москва;sale;flat;4;12;4;95.5;30560000;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299651522/;Москва;sale;flat;17;20;4;116.4;73000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/294935745/;Москва;sale;flat;28;33;4;137.0;94370000;Раменки; Лобачевского;114с1;Мичуринский проспект;Событие
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/281889962/;Москва;sale;flat;5;8;4;330.0;290000000;Арбат; Арбат;24;Смоленская;Turandot Residences
AFI Development;developer;https://www.cian.ru/sale/flat/299167884/;Москва;sale;flat;45;53;4;116.1;46035972;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298719691/;Москва;sale;flat;4;12;4;148.7;96000000;Аэропорт;Ленинградский проспект;36с30;Петровский Парк;ВТБ Арена парк
MR Group;developer;https://www.cian.ru/sale/flat/286392259/;Москва;sale;flat;21;29;4;102.4;32386014;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297318631/;Москва;sale;flat;38;48;4;180.0;94500000;Щукино;Авиационная ;79К1;Щукинская;Алые Паруса
Level Group;developer;https://www.cian.ru/sale/flat/300051766/;Москва;sale;flat;19;26;4;128.8;52380847;Нагатино-Садовники;Нагатинская набережная;10АС3;Нагатинская;Level Нагатинская
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297117691/;Москва;sale;flat;7;16;4;173.0;59000000;Обручевский; Архитектора Власова;20;Новые Черёмушки;
ДомДау;developer;https://www.cian.ru/sale/flat/292485247/;Москва;sale;flat;59;85;4;167.67;121792051;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Выставочная;Дом Дау
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/293990998/;Москва;sale;flat;4;6;4;101.7;60000000;Пресненский;Спиридоньевский переулок;10А;Пушкинская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/288892331/;Москва;sale;flat;4;17;4;84.5;35701250;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ;real_estate_agent;https://www.cian.ru/sale/flat/297444649/;Москва;sale;flat;17;45;4;108.0;79000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Forma;developer;https://www.cian.ru/sale/flat/297989416/;Москва;sale;flat;20;20;4;142.44;90963608;Даниловский;Автозаводская ;26;Тульская;FORST
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/292444828/;Москва;sale;flat;3;7;4;118.0;104500000;Таганский;Серебрянический переулок;6;Китай-город;Титул на Серебрянической
Основа;developer;https://www.cian.ru/sale/flat/294577100/;Москва;sale;flat;26;36;4;92.9;28938350;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294031986/;Москва;sale;flat;5;7;4;160.0;183000000;Якиманка; Большая Полянка;44/2;Полянка;Полянка/44
Группа Родина;developer;https://www.cian.ru/sale/flat/291114496/;Москва;sale;flat;21;23;4;162.6;128003600;Ростокино;;к1;Ботанический сад;Союз ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/293316143/;Москва;sale;flat;4;21;4;125.0;55000000;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296357061/;Москва;sale;flat;44;69;4;77.2;26530300;Печатники;;1;Кожуховская;Левел Южнопортовая ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/284339101/;Москва;sale;flat;10;11;4;135.2;94300000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Level Group;developer;https://www.cian.ru/sale/flat/296667825/;Москва;sale;flat;35;47;4;82.3;24905295;Печатники;;2;Кожуховская;Левел Южнопортовая ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298148100/;Москва;sale;flat;4;9;4;202.0;290000000;Хамовники;Погодинская ;4;Фрунзенская;GRAND DELUXE на Плющихе
Sminex;developer;https://www.cian.ru/sale/flat/293711773/;Москва;sale;flat;25;27;4;170.59;120520000;Марфино; Академика Королева;21;Телецентр;Дом Достижение
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288461588/;Москва;sale;flat;2;5;4;161.0;211995605;Пресненский;Спиридоньевский переулок;12/9;Пушкинская;
Эталон;developer;https://www.cian.ru/sale/flat/299226325/;Москва;sale;flat;11;11;4;119.4;57922575;Даниловский;2-я оч.;к2.2;ЗИЛ;Shagal
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299418798/;Москва;sale;flat;6;17;4;146.0;145000000;Пресненский; Сергея Макеева;9к3;Улица 1905 года;RedSide
ЛСР;developer;https://www.cian.ru/sale/flat/293204044/;Москва;sale;flat;4;16;4;109.1;48443673;Даниловский; Архитектора Щусева;4к1;ЗИЛ;ЗИЛАРТ
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300005758/;Москва;sale;flat;4;4;4;133.0;79900000;Пресненский;Сытинский тупик;1С4;Тверская;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380188/;Москва;sale;flat;21;24;4;97.3;47544282;Щукино;;;Октябрьское поле;Театральный Квартал ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296784846/;Москва;sale;flat;5;7;4;158.0;183000000;Якиманка; Большая Полянка;44;Октябрьская;Полянка/44
Glincom;developer;https://www.cian.ru/sale/flat/275519790/;Москва;sale;flat;8;8;4;184.5;70000000;Даниловский;2-й Павелецкий проезд;5С1;Тульская;RIVERDALE APARTMENTS
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/298558458/;Москва;sale;flat;10;18;4;102.5;49900000;Даниловский;проспект Лихачева;22;Технопарк;Nagatino i-Land
ДомДау;developer;https://www.cian.ru/sale/flat/290636659/;Москва;sale;flat;37;85;4;125.59;89496892;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Выставочная;Дом Дау
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/285097400/;Москва;sale;flat;5;8;4;149.0;100000000;Хорошево-Мневники;Жилой комплекс остров;3-й кв-л;Пионерская;Остров
Sminex;developer;https://www.cian.ru/sale/flat/296277556/;Москва;sale;flat;14;14;4;197.4;148250000;Раменки;проспект Генерала Дорохова;39к2И;Минская;Собрание клубных домов West Garden
Татьяна Переверзева;realtor;https://www.cian.ru/sale/flat/272426677/;Москва;sale;flat;2;4;4;30.0;13990000;Даниловский;Автозаводская ;23К7;ЗИЛ;Галерея ЗИЛ
Эталон;developer;https://www.cian.ru/sale/flat/299226433/;Москва;sale;flat;2;6;4;136.3;50967488;Даниловский;2-я оч.;к3;ЗИЛ;Shagal
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299248425/;Москва;sale;flat;12;12;4;235.0;481387400;Мещанский;Цветной бульвар;2;Трубная;Легенда Цветного
Группа Родина;developer;https://www.cian.ru/sale/flat/285606976/;Москва;sale;flat;22;23;4;150.4;118414400;Ростокино;;к1;Ботанический сад;Союз ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/296564081/;Москва;sale;flat;28;33;4;130.0;49990000;Нагатино-Садовники;1-й Нагатинский проезд;11к1;Нагатинская;Скай Форт
Sminex;developer;https://www.cian.ru/sale/flat/293711775/;Москва;sale;flat;25;27;4;155.5;94710000;Марфино; Академика Королева;21;Телецентр;Дом Достижение
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298002950/;Москва;sale;flat;7;19;4;137.0;97000000;Раменки;Ломоносовский проспект;25к1;Университет;Dominion
Sminex;developer;https://www.cian.ru/sale/flat/298402500/;Москва;sale;flat;2;14;4;125.6;78880000;Раменки;проспект Генерала Дорохова;39к2;Минская;Собрание клубных домов West Garden
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298367691/;Москва;sale;flat;4;4;4;133.2;79900000;Пресненский;Сытинский тупик;1С4;Пушкинская;
Forma;developer;https://www.cian.ru/sale/flat/297989458/;Москва;sale;flat;20;20;4;136.47;90203531;Даниловский;Автозаводская ;26;Тульская;FORST
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299089525/;Москва;sale;flat;5;19;4;125.0;150000000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
Группа Родина;developer;https://www.cian.ru/sale/flat/293200691/;Москва;sale;flat;13;13;4;137.5;46675000;; 1-я Ватутинская;12к2;Ольховая;Russian Design District
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297581431/;Москва;sale;flat;22;39;4;98.1;37500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Основа;developer;https://www.cian.ru/sale/flat/286887080/;Москва;sale;flat;26;28;4;96.3;36690300;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/291682165/;Москва;sale;flat;5;5;4;116.0;79990000;Пресненский;Малая Бронная ;4;Тверская;
Группа Родина;developer;https://www.cian.ru/sale/flat/293200887/;Москва;sale;flat;14;14;4;147.5;50055000;; 1-я Ватутинская;14к2;Ольховая;Russian Design District
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298982356/;Москва;sale;flat;14;50;4;100.0;56000000;Пресненский;Шмитовский проезд;39к8;;Headliner
AFI Development;developer;https://www.cian.ru/sale/flat/299167870/;Москва;sale;flat;37;53;4;115.3;44657996;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292247013/;Москва;sale;flat;5;6;4;280.0;560000000;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/298028575/;Москва;sale;flat;14;26;4;123.9;58411680;Лефортово; Крузенштерна;12к3;Москва-Товарная;Символ
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298825074/;Москва;sale;flat;2;9;4;180.0;160000000;Очаково-Матвеевское;Староволынская ;15к6;Славянский бульвар;Ближняя дача
Capital Group;developer;https://www.cian.ru/sale/flat/291360013/;Москва;sale;flat;76;85;4;293.8;272582189;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299851468/;Москва;sale;flat;8;18;4;122.6;135000000;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
Level Group;developer;https://www.cian.ru/sale/flat/296358069/;Москва;sale;flat;17;17;4;97.2;61004911;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ;real_estate_agent;https://www.cian.ru/sale/flat/296646866/;Москва;sale;flat;8;53;4;100.0;75000000;Пресненский;Шмитовский проезд;39к8;Шелепиха;Headliner
TOUCH;developer;https://www.cian.ru/sale/flat/295004113/;Москва;sale;flat;7;8;4;135.4;64175000;Южнопортовый;;к2;Дубровка;Шампайн ЖК
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/297419149/;Москва;sale;flat;15;15;4;237.0;330000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/294929549/;Москва;sale;flat;23;25;4;134.1;62054095;Покровское-Стрешнево;Летная ;95Бк2;Тушинская;ÁLIA
Istudio;real_estate_agent;https://www.cian.ru/sale/flat/297587036/;Москва;sale;flat;3;10;4;180.0;185000000;Раменки;Минская ;2Вк1;Минская;Снегири Эко
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/297129051/;Москва;sale;flat;26;26;4;123.3;61858965;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289779283/;Москва;sale;flat;1;15;4;124.7;75000000;Якиманка;1-й Спасоналивковский переулок;20;Добрынинская;
Основа;developer;https://www.cian.ru/sale/flat/294217975/;Москва;sale;flat;19;28;4;90.1;35139000;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/290532618/;Москва;sale;flat;1;7;4;202.0;400000000;Хамовники; Ефремова;19к1;Спортивная;Knightsbridge Private Park
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/295441623/;Москва;sale;flat;26;26;4;80.5;26243000;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/291733228/;Москва;sale;flat;2;7;4;161.6;265500000;Арбат; Малая Молчановка;8;Арбатская;
Capital Group;developer;https://www.cian.ru/sale/flat/299938863/;Москва;sale;flat;76;85;4;294.6;268469938;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
333980;real_estate_agent;https://www.cian.ru/sale/flat/292237966/;Москва;sale;flat;8;14;4;94.0;50500000;Раменки;проспект Генерала Дорохова;39к1А;Минская;Собрание клубных домов West Garden
FORMA;developer;https://www.cian.ru/sale/flat/298003604/;Москва;sale;flat;25;26;4;130.14;103968846;Пресненский;к2.1;к2.1;Белорусская;Репаблик ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295326841/;Москва;sale;flat;2;6;4;165.5;249950000;Хамовники;Саввинская набережная;27;Спортивная;Саввинская 27 от Level
FORMA;developer;https://www.cian.ru/sale/flat/299649284/;Москва;sale;flat;13;26;4;140.77;108392900;Пресненский;к2.1;к2.1;Белорусская;Репаблик ЖК
Istudio;real_estate_agent;https://www.cian.ru/sale/flat/297588419/;Москва;sale;flat;4;10;4;199.0;216500000;Раменки;Минская ;2Вк1;Минская;Снегири Эко
Балтийская Строительная Компания;developer;https://www.cian.ru/sale/flat/297286598/;Москва;sale;flat;13;13;4;223.0;306625000;Арбат; Новый Арбат;;Смоленская;Звёзды Арбата
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/294302746/;Москва;sale;flat;21;22;4;101.0;21500000;Марьино;Поречная ;21;Марьино;
Ташир;developer;https://www.cian.ru/sale/flat/264100329/;Москва;sale;flat;10;32;4;162.5;74750000;Черемушки;Херсонская ;43к5;Зюзино;ONYX Deluxe
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/300109356/;Москва;sale;flat;2;8;4;135.0;115000000;Хамовники;Оболенский переулок;9К1;Фрунзенская;
Ташир;developer;https://www.cian.ru/sale/flat/264100282/;Москва;sale;flat;4;32;4;162.3;69999990;Черемушки;Херсонская ;43к5;Зюзино;ONYX Deluxe
Сергей Пунько;realtor;https://www.cian.ru/sale/flat/299335481/;Москва;sale;flat;5;8;4;178.2;445000000;Тверской;переулок Брюсов;19;Тверская;Брюсов 19
А101;developer;https://www.cian.ru/sale/flat/292608737/;Москва;sale;flat;7;16;4;77.6;18146954;;;;Филатов Луг;Прокшино ЖК
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/299471485/;Москва;sale;flat;18;44;4;195.0;220000000;Раменки;Минская ;2;Минская;Долина Сетунь
А101;developer;https://www.cian.ru/sale/flat/296397664/;Москва;sale;flat;6;9;4;75.2;15182203;;;;Толстопальцево;Родные кварталы ЖК
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ;real_estate_agent;https://www.cian.ru/sale/flat/298489146/;Москва;sale;flat;35;36;4;101.0;69000000;Хорошево-Мневники;Шелепихинская набережная;42к3;Полежаевская;FreeDOM
МонАрх;developer;https://www.cian.ru/sale/flat/295830634/;Москва;sale;flat;18;30;4;95.6;24760400;Черемушки; Наметкина;10Д;Воронцовская;Комплекс апартаментов AIST RESIDENCE
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300005979/;Москва;sale;flat;2;6;4;198.0;116000000;Покровское-Стрешнево;Береговая ;4К2;;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294781269/;Москва;sale;flat;1;7;4;170.0;259208600;Хамовники;Колымажный переулок;10;Кропоткинская;Колымажный 10
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/267233008/;Москва;sale;flat;3;14;4;250.0;296238400;Хамовники;2-я Фрунзенская ;12;Фрунзенская;Пять Звезд
